White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
fourqueens13,M,66,-131,"French Defense: Winawer Variation, Bogoljubov Variation",False
"Solano Cuya, Bryan",M,70,-103,"Torre Attack: Classical Defense, Nimzowitsch Variation",True
"Solano Cuya, Bryan",M,64,-134,Benoni Defense: Czech Benoni Defense,False
"Srbis, Jurica",M,86,161,"Sicilian Defense: O'Kelly Variation, Venice System",True
"Solano Cuya, Bryan",M,62,-7,King's Indian Defense: Four Pawns Attack,True
"Arslanov, Shamil",M,170,27,Réti Opening: Advance Variation,False
"Solano Cuya, Bryan",M,86,-5,"Pterodactyl Defense: Eastern, Benoni",False
Konstantin,M,40,101,Sicilian Defense: Kupreichik Variation,True
Petar Arnaudov,M,122,-41,Réti Opening,False
Vjacheslav Weetik (Витик),M,116,91,Indian Game,False
Vjacheslav Weetik (Витик),M,166,81,Sicilian Defense: Closed Variation,True
Odirovski,M,86,146,Slav Defense: Chameleon Variation,False
Odirovski,M,78,132,Sicilian Defense: Alapin Variation,True
"Spichkin, Alexander",M,64,-194,Trompowsky Attack: Edge Variation,True
"Spichkin, Alexander",M,144,-211,Queen's Gambit Declined: Exchange Variation,True
Adegboyega Adebayo,M,74,-11,Slav Defense #2,False
Stein55,M,70,-43,Nimzo-Indian Defense: Classical Variation,False
"ADU, Oladapo",M,70,-136,French Defense: King's Indian Attack,True
"Hauge, Lars Oskar",M,91,-105,Indian Game: London System,False
"Gedajlovic, Max",M,132,105,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",False
"Hauge, Lars Oskar",M,106,-73,Trompowsky Attack,True
"Arslanov, Shamil",M,92,-4,"Grünfeld Defense: Three Knights Variation, Burille Variation",False
wanyaland,M,82,-89,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",False
Harlan_Coben,M,94,158,"French Defense: Tarrasch Variation, Morozevich Variation",False
"Jovic, Stevan",M,64,146,Modern Defense,False
"Spichkin, Alexander",M,74,-317,Queen's Gambit Accepted,True
smurf42,M,106,80,Trompowsky Attack: Classical Defense,True
Daskevich,M,106,40,Modern Defense: Standard Line,False
"ADU, Oladapo",M,52,62,Robatsch (Modern) Defense,False
"ADU, Oladapo",M,52,70,Modern Defense,False
"Jovic, Stevan",M,92,65,Modern Defense,False
Vjacheslav Weetik (Витик),M,88,89,"Modern Defense: Two Knights Variation, Suttles Variation",False
Ruediger1,M,78,-71,Caro-Kann Defense: Accelerated Panov Attack,True
"Jovic, Stevan",M,52,46,Modern Defense,False
Ruediger1,M,136,131,Sicilian Defense: Mengarini Variation,True
chechess888,M,114,55,"French Defense: Advance Variation, Milner-Barry Gambit",True
chechess888,M,66,5,"French Defense: Advance Variation, Milner-Barry Gambit",True
"Spichkin, Alexander",M,103,-27,Slav Defense: Exchange Variation,False
"Srbis, Jurica",M,85,140,"Pterodactyl Defense: Sicilian, Anhanguera",True
Konstantin,M,110,82,"Sicilian Defense: Hyperaccelerated Pterodactyl, Exchange Variation",True
"ADU, Oladapo",M,70,72,Modern Defense,False
"ADU, Oladapo",M,150,53,Modern Defense,False
Richard Diaz,M,84,-172,Scotch Game,False
"Gedajlovic, Max",M,130,103,Sicilian Defense: Hyperaccelerated Pterodactyl,True
"Spichkin, Alexander",M,50,-40,Trompowsky Attack: Classical Defense,True
sewin16,M,76,-124,Sicilian Defense: Dragon Variation,True
"Spichkin, Alexander",M,116,-70,Trompowsky Attack: Classical Defense,True
"Spichkin, Alexander",M,134,-83,Indian Game,False
"Jovic, Stevan",M,52,33,Modern Defense,False
"Voinikonis, Nikita",M,88,130,Modern Defense: Modern Pterodactyl,False
"Spichkin, Alexander",M,46,-80,"Trompowsky Attack: Classical Defense, Big Center Variation",True
"Chizhikov, Vladislav",M,112,-29,Four Knights Game,False
Ti-Ga,M,94,-183,Four Knights Game: Spanish Variation,False
Reinaldo Rodríguez,M,66,-176,Caro-Kann Defense: Maróczy Variation,False
Reinaldo Rodríguez,M,50,-147,Sicilian Defense: Najdorf Variation,True
Konstantin,M,150,-114,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",True
"Spichkin, Alexander",M,68,-308,Queen's Gambit Accepted,True
Odirovski,M,90,-198,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
Benek77,M,90,119,"French Defense: Exchange Variation, Monte Carlo Variation",False
Reinaldo Rodríguez,M,112,-296,French Defense: Paulsen Variation,False
LittlePumpkin,M,72,-20,Benoni Defense: Knight's Tour Variation,False
Konstantin,M,74,-88,Sicilian Defense: Accelerated Dragon,True
hyperreal,M,118,-82,Indian Game,False
pasteta,M,58,67,Slav Defense: Exchange Variation,False
Banele Fortune Mhango,M,78,-109,Slav Defense: Chameleon Variation,False
Odirovski,M,136,124,Zukertort Opening: Sicilian Invitation,True
Odirovski,M,80,176,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
Odirovski,M,92,113,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
Иван Провоторов,M,52,-62,Modern Defense: Averbakh Variation,False
Daniel Rodriguez,M,54,44,Modern Defense: Standard Defense,False
Adegboyega Adebayo,M,80,-191,Trompowsky Attack,True
James Jackson,M,97,12,"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",False
James Jackson,M,132,12,"Alekhine Defense: Modern Variation, Main Line",False
James Jackson,M,54,12,"Caro-Kann Defense: Advance Variation, Tal Variation",False
IamNeneu,M,42,-417,Queen's Pawn Game,False
Borsuk Konstantin,M,70,-189,English Opening: King's English Variation,False
hyperreal,M,44,177,Zukertort Opening: Kingside Fianchetto,False
"Spichkin, Alexander",M,76,-286,Queen's Gambit Accepted: Showalter Variation,True
"Spichkin, Alexander",M,74,-130,Benoni Defense: Benoni Gambit Accepted,True
"Spichkin, Alexander",M,118,-304,Trompowsky Attack,True
Gabix94,M,78,-20,Hungarian Opening: Indian Defense,False
"Rodchenkov, Vitaly",M,48,-25,"French Defense: Winawer Variation, Delayed Exchange Variation",False
LittlePumpkin,M,56,-130,"French Defense: Tarrasch Variation, Closed Variation, Main Line",False
LittlePumpkin,M,52,-114,"Queen's Gambit Accepted: Central Variation, Alekhine System",True
LittlePumpkin,M,80,-98,Rat Defense: English Rat,False
LittlePumpkin,M,96,-38,Slav Defense: Breyer Variation,False
thijscom,M,140,-40,"French Defense: Tarrasch Variation, Closed Variation, Main Line",False
Arturo Augusto Fernandez Hernandez,M,83,-8,Trompowsky Attack,True
Arturo Augusto Fernandez Hernandez,M,76,-49,Trompowsky Attack,True
Алексей Яровинский,M,108,189,Ruy Lopez: Exchange Variation,False
Алексей Яровинский,M,132,175,Van Geet Opening,False
E-Shaposhnikov,M,62,524,Zukertort Opening: Kingside Fianchetto,False
Iván Vallés Moreno,M,76,118,"Pterodactyl Defense: Eastern, Benoni",False
Karlos_ulsk,M,32,167,Modern Defense,False
Odirovski,M,104,171,Zukertort Opening: Kingside Fianchetto,False
Odirovski,M,84,-23,London System,False
Daskevich,M,48,20,Scandinavian Defense: Schiller-Pytel Variation,False
Daskevich,M,74,-26,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
"To, Nhat Minh",M,85,42,Semi-Slav Defense: Meran Variation,False
"Marcelin, Cyril",M,47,42,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
"Marcelin, Cyril",M,68,-11,"English Opening: Symmetrical Variation, Symmetrical Variation",False
"Spichkin, Alexander",M,40,-228,Trompowsky Attack,True
chechess888,M,52,67,Alekhine Defense,False
chechess888,M,170,47,Alekhine Defense,False
chechess888,M,86,43,Alekhine Defense,False
hyperreal,M,118,-34,Torre Attack,True
manneredmonkey,M,166,-299,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
Adegboyega Adebayo,M,96,-123,Trompowsky Attack,True
KNCP_719,M,62,-125,Sicilian Defense: Kramnik Variation,True
Ruediger1,M,82,-104,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",True
Karlos_ulsk,M,68,90,"Torre Attack: Classical Defense, Nimzowitsch Variation",True
Humberto Blanco,M,62,23,"Queen's Indian Defense: Fianchetto Variation, Rubinstein Variation",False
"Spichkin, Alexander",M,120,-142,Dutch Defense,False
Pap Gyula,M,106,128,Sicilian Defense: Old Sicilian,True
Виктор Шапиро,M,134,-154,King's Indian Attack,True
Виктор Шапиро,M,174,-157,"Réti Opening: Anglo-Slav Variation, New York System",False
smurf42,M,60,-4,Trompowsky Attack,True
"Datu, Alcon John",M,102,-47,Mieses Opening,False
"Tekeyev, Zaur",M,124,68,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
James Jackson,M,70,78,Caro-Kann Defense: Advance Variation,False
James Jackson,M,48,70,Pirc Defense: Byrne Variation,False
"Plotkin, Mark",M,56,-257,French Defense: Tarrasch Variation,False
Blackoperator,M,66,-16,"Sicilian Defense: Najdorf, Lipnitsky Attack",True
LittlePumpkin,M,170,288,Modern Defense,False
Papasimakopoulos Alexandros,M,60,139,"King's Indian Defense: Sämisch Variation, Yates Defense",True
Keeper0416,M,46,-88,Nimzo-Indian Defense: Classical Variation,False
Keeper0416,M,166,-1,Queen's Pawn,False
Juan Herrera,M,118,73,"King's Indian Defense: Normal Variation, Rare Defenses",True
Adegboyega Adebayo,M,108,-28,Robatsch (Modern) Defense,False
Keeper0416,M,36,-92,King's Indian Defense: Orthodox Variation,True
Keeper0416,M,60,-122,King's Indian Defense: Orthodox Variation,True
Keeper0416,M,60,-129,King's Indian Defense: Orthodox Variation,True
Keeper0416,M,99,-135,King's Indian Defense: Pomar System,True
Keeper0416,M,58,-129,King's Indian Defense: Orthodox Variation,True
Daniel Rodriguez,M,108,-16,"Sicilian Defense: Alapin Variation, Sherzer Variation",True
Keeper0416,M,114,85,Nimzo-Indian Defense: Classical Variation,False
topce,M,132,-69,"King's Indian Defense: Normal Variation, Rare Defenses",True
topce,M,110,-183,Dutch Defense: Queen's Knight Variation,False
Adegboyega Adebayo,M,90,227,"Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl",False
"Voinikonis, Nikita",M,192,-187,Russian Game: Cozio (Lasker) Attack,True
"Petronijevic, Zoran",M,82,198,Scandinavian Defense: Mieses-Kotroc Variation,False
"Voinikonis, Nikita",M,110,-164,Queen's Gambit Declined: Anti-Tartakower Variation,True
"Petronijevic, Zoran",M,104,177,Ruy Lopez: Cozio Defense,False
Richard Diaz,M,112,-210,Russian Game: Nimzowitsch Attack,True
Николай Оглоблин,M,142,-47,King's Indian Attack: Symmetrical Defense,True
Matías Ianovsky.,M,86,-84,Mieses Opening,False
Matías Ianovsky.,M,80,-73,Benoni Defense: Hawk Variation,False
Maci,M,102,-112,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
Jano Samuel Pacho,M,118,-192,Caro-Kann Defense: Two Knights Attack,True
"Mandura, Tijana",M,46,-76,Sicilian Defense: Canal-Sokolsky Attack,True
"Mandura, Tijana",M,90,-133,"Pirc Defense: Classical Variation, Quiet System, Czech Defense",False
"Mandura, Tijana",M,64,-177,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",False
"Mandura, Tijana",M,96,-212,Four Knights Game: Scotch Variation Accepted,False
"Mandura, Tijana",M,54,-242,Trompowsky Attack,True
"Mandura, Tijana",M,66,-167,Four Knights Game: Scotch Variation Accepted,False
"Mandura, Tijana",M,72,-196,Nimzo-Larsen Attack: Modern Variation #3,True
"Mandura, Tijana",M,132,-222,Four Knights Game: Gunsberg Variation,False
"Christiansen, Johan-Sebastian",F,88,235,"Four Knights Game: Scotch Variation, Belgrade Gambit",True
"Mandura, Tijana",M,42,-192,Four Knights Game: Gunsberg Variation,False
"Christiansen, Johan-Sebastian",F,74,206,"Vienna Game: Vienna Gambit, Paulsen Attack",True
"Mandura, Tijana",M,50,-165,Four Knights Game: Scotch Variation Accepted,False
"Mandura, Tijana",M,122,-194,"Trompowsky Attack: Classical Defense, Big Center Variation",True
"Mandura, Tijana",M,68,-220,Franco-Benoni Defense,False
"Jovic, Stevan",M,68,-139,Semi-Slav Defense: Accelerated Meran Variation,False
Cristian Chirila,M,68,-14,Modern Defense,False
wanyaland,M,92,-74,English Opening: Anglo-Indian Defense,False
Руслан Гнечко,M,84,-79,Dutch Defense,False
Karlos_ulsk,M,66,68,London System,False
hyperreal,M,34,-21,"English Opening: Symmetrical Variation, Hedgehog Defense",False
jsl,M,36,67,Modern Defense: Standard Line,False
OpeningGeek,M,56,15,Scandinavian Defense: Schiller-Pytel Variation,False
G0DZILLA,M,112,218,Dutch Defense: Hopton Attack,True
chechess888,M,70,-35,"Ruy Lopez: Closed Variations, Bogoljubov Variation",False
James Jackson,M,80,-79,Caro-Kann Defense: Tartakower Variation,False
"Mandura, Tijana",M,84,-230,Four Knights Game: Gunsberg Variation,False
"Mandura, Tijana",M,38,-251,"Sicilian Defense: Nimzowitsch Variation, Main Line",True
"Mandura, Tijana",M,42,-271,"Queen's Pawn Game: Veresov Attack, Dutch System",True
"Mandura, Tijana",M,58,-288,French Defense: Schlechter Variation,False
"Mandura, Tijana",M,74,-305,Pirc Defense #2,False
"Mandura, Tijana",M,38,-285,Four Knights Game: Scotch Variation Accepted,False
"Mandura, Tijana",M,138,-302,"Trompowsky Attack: Classical Defense, Big Center Variation",True
"Mandura, Tijana",M,124,-319,"Trompowsky Attack: Classical Defense, Big Center Variation",True
"Christiansen, Johan-Sebastian",F,42,326,Four Knights Game: Gunsberg Variation,False
"Mandura, Tijana",M,142,-247,Bird Opening: From's Gambit,True
"Christiansen, Johan-Sebastian",F,74,257,Four Knights Game: Gunsberg Variation,False
Christian Toth,M,46,-178,Philidor Defense: Lion Variation,False
"Mandura, Tijana",M,64,-214,French Defense: Schlechter Variation,False
Christian Toth,M,58,-202,"Pirc Defense: Classical Variation, Quiet System",False
"Kantans, Toms",M,36,77,"Caro-Kann Defense: Advance Variation, Short Variation",False
Николай Оглоблин,M,130,230,Modern Defense,False
"Kantans, Toms",M,98,-76,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Papasimakopoulos Alexandros,M,62,30,"King's Indian Defense: Sämisch Variation, Normal Defense",True
Papasimakopoulos Alexandros,M,142,38,"Benko Gambit Accepted, Yugoslav, without 7...Bxf1",True
"Srbis, Jurica",M,65,58,Richter-Veresov Attack,True
Владимир Лауц,M,80,-153,Zukertort Opening: Sicilian Invitation,True
LittlePumpkin,M,92,219,Pirc Defense #5,False
"Gedajlovic, Max",M,66,6,Modern Defense,False
"Gedajlovic, Max",M,96,-39,Zukertort Opening: Kingside Fianchetto,False
Francisco,M,48,6,"Torre Attack: Classical Defense, Nimzowitsch Variation",True
Francisco,M,44,-41,Torre Attack,True
"Aukhatov, Roman",M,68,-241,Slav Defense: Modern,False
AutHun,M,116,-179,"Caro-Kann Defense: Advance Variation, Short Variation",False
"Mandura, Tijana",M,92,-311,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
"Srbis, Jurica",M,98,-118,"Sicilian Defense: Classical Variation, Fianchetto Variation",True
Marc Chevrin,M,62,-246,Indian Game: Tartakower Attack,True
Former_Player,M,92,63,Saragossa Opening,False
"Posthuma, Joshua",M,40,-265,"Grünfeld Defense: Exchange Variation, Nadanian Attack",True
"Srbis, Jurica",M,46,-97,Queen's Pawn,False
Francisco,M,88,202,Torre Attack,True
Humberto Blanco,M,100,-22,Caro-Kann Defense: Tartakower Variation,False
Daniel Rodriguez,M,64,-59,Philidor Defense: Exchange Variation #3,False
Akintoye Abdulraheem,M,120,-275,Sicilian Defense: Grand Prix Attack,True
fourqueens13,M,88,-60,Sicilian Defense: Mengarini Variation,True
Humberto Blanco,M,62,20,Sicilian Defense: Najdorf Variation,True
Papasimakopoulos Alexandros,M,20,71,Queen's Gambit Refused: Baltic Defense,True
Francisco,M,54,-184,Queen's Gambit Accepted: Showalter Variation,True
Akintoye Abdulraheem,M,84,-144,Trompowsky Attack: Classical Defense,True
"Andonovski, Ljubisa",M,124,-45,Torre Attack,True
Keeper0416,M,136,26,"Benoni Defense: Modern Variation, Snake Variation",False
dimkor,M,48,-156,Caro-Kann Defense: Euwe Attack,True
is_er_nog_hoop,M,33,76,Polish Opening: King's Indian Variation,True
wanyaland,M,118,-296,King's Indian Attack,True
Odirovski,M,70,9,London System,False
AutHun,M,114,97,"Benko Gambit Accepted, Fully Accepted Variation",True
LittlePumpkin,M,156,107,"Queen's Indian Defense: Kasparov-Petrosian Variation, Classical Variation",False
Humberto Blanco,M,38,25,Sicilian Defense: Delayed Alapin Variation,True
Humberto Blanco,M,34,1,French Defense: Mediterranean Defense,False
Humberto Blanco,M,94,-41,"Grünfeld Defense: Three Knights Variation, Hungarian Variation",False
Humberto Blanco,M,104,-65,King's Indian Defense: Petrosian Variation,True
Odirovski,M,132,134,Zukertort Opening: Kingside Fianchetto,False
Pap Gyula,M,118,120,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",True
lovlas,M,114,53,"French Defense: Steinitz Variation, Boleslavsky Variation",False
"Almagro Llamas, Pablo",M,112,124,Nimzo-Larsen Attack: Modern Variation #4,True
"Aumont, Alexandre",M,82,-331,Caro-Kann Defense: Exchange Variation,False
"Aumont, Alexandre",M,84,-344,Slav Defense: Exchange Variation,False
"Aumont, Alexandre",M,78,-356,"King's Gambit Accepted, Abbazia Defense",True
smurf42,M,46,-11,"Caro-Kann Defense: Classical Variation, Main Line",False
smurf42,M,110,-52,"Caro-Kann Defense: Classical Variation, Main Line",False
smurf42,M,56,-45,"Caro-Kann Defense: Classical Variation, Main Line",False
smurf42,M,66,-30,Nimzo-Larsen Attack,True
Burberry,M,72,182,Bogo-Indian Defense: Grünfeld Variation,False
Burberry,M,68,81,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
Ruediger1,M,70,-38,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
"Oboladze, Luka",M,106,-252,Nimzo-Larsen Attack: English Variation,True
James Jackson,M,44,-36,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",True
"Hungaski, Robert",M,130,-70,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
"Moiseenko, Vadim",M,144,88,Queen's Pawn Game: Mason Attack,True
"Neugebauer, Martin",M,94,-123,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",True
Papasimakopoulos Alexandros,M,70,-73,English Defense,False
Papasimakopoulos Alexandros,M,46,-87,English Defense,False
Juan Herrera,M,130,-138,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
Juan Herrera,M,102,-169,Queen's Gambit Declined: Charousek (Petrosian) Variation,True
"Nuri, Murad",M,32,-78,Scotch Game: Potter Variation,False
"Spichkin, Alexander",M,56,-428,Saragossa Opening,False
Mig_31,M,54,-30,Nimzo-Larsen Attack: Classical Variation,True
Mig_31,M,148,-26,Nimzo-Larsen Attack: Classical Variation,True
Papasimakopoulos Alexandros,M,117,-128,Slav Defense: Exchange Variation,False
Papasimakopoulos Alexandros,M,80,-159,Slav Defense: Exchange Variation,False
Papasimakopoulos Alexandros,M,92,-145,"Nimzo-Indian Defense: Classical Variation, Keres Defense",False
Papasimakopoulos Alexandros,M,60,-172,"Grünfeld Defense: Russian Variation, Hungarian Variation",False
Adegboyega Adebayo,M,50,159,Queen's Pawn Game: Mason Attack,True
