username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
PudgeTheButcher,pudgethebutcher,CM,Burak Özalp,TR,,2059.0,,,2613,63,6910,2327,240,64,2635,1500,,
Iyael,iyael,CM,Juan Sánchez Alarcón,CL,,2136.0,,,2208,-4,1732,1675,0,1,1734,2059,,
Kural1,kural1,FM,,TR,,,,,2491,49,250,1500,0,0,2810,1317,,
laksshana,laksshana,WFM,Laksshana Deepak,CA,"13 y.o 
Alt - @Prove_Me_Wrong",,,,2097,52,789,2113,-25,909,2394,1875,,
Chess_Attack_Juras,chess_attack_juras,FM,Dino Ballecer,SG,"I am a FIDE Master,  Arena Grandmaster, and a certified FIDE Instructor. I am from Singapore.  Here is my website https://chesswhizdom.com/pages/testimonials/

Our chess program is proven effective and has a compilation of the world’s best chess coaching practices. Our world-class instructor has extensive experience in chess coaching from various levels of learner to master level.",2372.0,,,2430,-48,1651,2519,-39,134,2569,2211,,
MrKooshaJ,mrkooshaj,FM,Koosha Jaferian,CA,"Streams at: http://www.twitch.tv/mrkooshachess

Discord: https://discord.gg/akhN2C4bWf

See the highlights on youtube channel: https://www.youtube.com/channel/UCQWaLaaYOd_srYt7swOhEkg

Computer Science MSc from University of Toronto (Software Engineer)",2238.0,,,2674,-22,6123,2843,35,523,2882,2400,,
Umid-2006,umid-2006,FM,Umid Aslanov,AZ,,2327.0,,,2525,4,2344,2148,152,106,2836,1282,,
Donde_esta_tu_rey,donde_esta_tu_rey,IM,Osmel Garcia,CU,,2285.0,,,2440,-31,5699,1460,0,2,2433,1500,,
P33RA,p33ra,FM,Sajith Peiris,LK,“All i want to play chess “,1840.0,,,2314,8,2043,2243,115,62,2322,1500,,
lelouch_li_britania,lelouch_li_britania,FM,,IR,chess fide master,2234.0,,,2525,-13,2036,2507,-69,225,2708,1902,,
MMOPK,mmopk,CM,,,,,,,2365,4,554,2210,0,1,2580,1500,,
Malek_Koniahli,malek_koniahli,FM,Malek Koniahli,SY,Hello :),2300.0,,,2702,148,2388,1500,0,0,2656,1500,,
schachlatan64,schachlatan64,IM,Stephan Alfred Becking,DE,,2410.0,,,2435,8,646,2332,5,95,2680,1500,,
alekschess1000,alekschess1000,WIM,Aleksandra Vakhania,GE,"I am from Georgia. I love my country, we have very beautiful nature, amazing food and delicious wine. i am playing and fall in love with chess since 1996.  if you want increase your chess level just contact me. i have 10 years coaching experience.",2161.0,,,2255,1,1073,2383,48,168,2387,2315,,
Anrelo,anrelo,WFM,Самигуллина Диана Ильдаровна,,"Меня зовут Диана, я женский мастер FIDE, тренер по шахматам со стажем более 10 лет. 

Влюбляю в шахматы с первых занятий и детей, и взрослых! 
Мои ученики — победители и призёры: выигрывают как городские, так и всероссийских соревнования.
Со мной шахматы — это легко и весело! 

Приглашаю вас к себе на занятия !

https://lichess.org/coach/Anrelo",,,,2372,71,1006,2013,304,34,2600,1608,,
fmalexhdez,fmalexhdez,FM,Alexander HERNANDEZ JIMENEZ,VE,https://ratings.fide.com/profile/3900452,2110.0,2213.0,,2352,171,1208,1955,0,5,2030,1500,,
double11,double11,GM,Sergey Volkov,RU,"International grandmaster . Гроссмейстер России. http://universalrating.com/player.php?PlayerID=44101 . https://ratings.fide.com/profile/4122763
My peak rating FIDE was 2659. 50 place in the world!",2570.0,,,2542,11,7976,2562,0,80,2104,1500,,
BogdanB96,bogdanb96,IM,Mykola Bodnar,UA,,,,,2634,21,438,1500,0,0,2624,1500,,
EndGameMaster48,endgamemaster48,CM,,TR,"Chess is my passion, and my goal is to become a GM. I love all openings and enjoy exploring different strategies with each one. My biggest inspiration is Mikhail Tal, whose creative style always fascinates me.",2129.0,,,2454,-15,147,2554,-4,61,2822,1500,,
munster1,munster1,FM,Joachim Solberg,NO,"Trompovsky. Like å studere og spille sjakk.Spille Opens og GP-turneringer.
jokrso@hotmail.com",2253.0,,,2523,0,14510,2433,23,324,2820,2087,,
yudinetz,yudinetz,FM,,CZ,,2304.0,,,2432,11,5042,2232,-68,15,2502,1500,,
lProstoy,lprostoy,CM,Chinguun Bayaraa,MN,https://i.imgur.com/O6Sco1Q.png,2150.0,2198.0,,2142,-85,15,1500,0,0,2657,1500,,
Nikiton4ik,nikiton4ik,FM,,LV,,,,,2434,8,3850,1500,0,0,2559,1500,,
Kostik_Mostik,kostik_mostik,IM,Kostik Mostikov,,,,,,2930,-3,2669,1500,0,0,3098,1500,,
L_Georgescu,l_georgescu,WGM,,CH,,,,,2373,-15,609,1500,0,0,2403,1500,,
ChampionOnTime,championontime,IM,,,,,,,2439,-126,40,1500,0,0,2749,1500,,
caspiwins,caspiwins,IM,Israel Caspi,IL,,,,,2605,-20,1255,2200,21,33,2744,1500,,
Rgoltsman,rgoltsman,CM,,PT,,,,,2259,-40,1047,1455,0,1,2551,1500,,
shhamo,shhamo,WFM,Ana Shamatava,US,I am Ana from Georgia a Woman Fide Master,2166.0,2337.0,,2416,9,264,2191,25,80,2631,2059,,
Moltini,moltini,FM,,BE,,,,,2618,94,1487,1766,0,1,2733,1500,,
Kirill_Razumovsky,kirill_razumovsky,FM,Kirill Otdelnov,RU,,,,,2556,-71,578,2541,38,20,2901,2191,,
VMikhalevski,vmikhalevski,GM,Victor Mikhalevski,IL,"IM from 1993, GM from 1996, Israeli Champion 2014-16, Reigning Israeli blitz champion from 2014, Israeli rapid champion 1997. 2010 Olympic Bronze medalist, as a member of Israeli team, winner of many international and national tournaments including Calvia Open with performance of 2886. Highest FIDE rating-2632(#92 in the world)",2565.0,2631.0,,2816,-53,421,2424,263,39,1500,1500,,
reebook,reebook,NM,David Alvarez,CR,,2136.0,,,2133,-11,5859,2225,0,11,2239,1736,,
Calh3iros,calh3iros,NM,Robert Junior - Chess Coach,US,,2247.0,,,2305,-6,1699,2052,-125,34,2230,2142,,
bbasko,bbasko,NM,Богдан Басько,UA,"Доброго времени суток. Меня зовут Богдан
Я Мастер спорта Украины 2018 года. Занимаюсь шахматами с 6 лет. Рейтинг по классическим шахматам 2200. Чемпион Украины по шахматах среди юнашей до 12 и 16 лет. Многократный призер чемпионатов Украины среди юнашей разных возрастов. Тренер по шахматам в спортивной школе города Кропивницкий. Мои ученики победители и призеры: городских,областных и всеукраинских турниров. Моя цель это- воспитать чемпиона (чемпионку) мира! Опыт занятий с детьми с 2016. Стоимость занятий :  15$ (60 мин) Желающим начать обучение писать на Viber: +380668188447",2200.0,,,2350,-16,1395,1647,123,21,2432,1972,,
ShahMatKanal,shahmatkanal,CM,Evgenij Novikov,RU,"🔵ОБУЧЕНИЕ http://shahmatkanal.com/education 
🔴КАЛЕНДАРЬ http://shahmatkanal.com/calendar 
🟠ДОНАТ http://shahmatkanal.com/donate 

ТЕЛЕГРАМ http://t.me/shahmatkanal 
ЮТУБ http://youtube.com/shahmatkanaltv 
ТВИЧ http://twitch.tv/shahmatkanal 
ВК http://vk.com/shahmatkanal 
РУТУБ http://rutube.ru/u/shahmatkanal 
БУСТИ http://boosty.to/shahmatkanal",2276.0,,,2453,-26,10939,2454,19,573,2702,2351,,
Ch1llax,ch1llax,IM,International Master Michael Concio Jr.,PH,"Standard: 2396 
Rapid: 2415
Blitz: 2457

I am available for coaching! If you're interested, feel free to message me for inquiries.",,,,2675,8,3317,2542,100,54,3025,1789,,
Atlas_Lion07,atlas_lion07,IM,Mohamed Tissir,MA,"Gold Medal at the 36th Chess Olympiad of Palma de Mallorca (Spain) 2004 | 

Gold Medal at the Arab games - Jordan 1999 |

Twice Arab Clubs Champion 2014 ; 2016 |

African Champion 1999 |

Champion of London chess league 2008-2009-2010 |

Champion by teams 2007-2008 ( 4NCL ) |

International Master in 1998 ; Fide Trainer 2005 ; Peak Fide rating: 2490 | October 2006",,,,2477,0,3843,2459,0,11,2612,1500,,
AyelenMartinez,ayelenmartinez,WIM,Ayelen Martinez,AR,"WIM
",,,,2185,43,258,2055,0,2,2258,1500,,
giornogiovanna8u,giornogiovanna8u,CM,,DE,"Please follow:
https://www.twitch.tv/giornogiovanna8u",,,,2042,-33,313,2222,18,34,2153,1500,,
Monkey_King,monkey_king,IM,Shamil Arslanov,_earth,"You are my best student OK, ILYF

Ютуб-канал: https://www.youtube.com/@arslanovchessshow
Интерактивные курсы/лекции:
https://arslanovchess.com
Телеграм-Канал
https://t.me/arslanovchessshow",2410.0,,,2491,7,10547,2393,-2,1610,2921,2256,,
Ganziitoo,ganziitoo,IM,Cristian Vasquez,CL,El carry de JBGBLilo :3 <3,1400.0,,,2472,21,4776,2338,-61,48,2802,1973,,
Mortn,mortn,FM,,CZ,,2316.0,,,2520,2,9600,2506,54,36,2600,1500,,
jeden94,jeden94,IM,,FR,,,,,2510,-9,2396,2246,-86,29,2727,1500,,
iam24601,iam24601,FM,,,,,,,2573,-26,826,2085,0,2,2808,1500,,
medinapaz,medinapaz,IM,Miguel Medina Paz,CU,https://imgur.com/xcezCRl contacto WhatsApp +1 210 3034665 email: medinapaz@hotmail.com,2368.0,,,2464,-54,5427,2310,61,115,2646,1500,,
SixBucks,sixbucks,NM,,_earth,,,,,2448,-6,456,2448,-8,84,2719,2143,,
Rikikits,rikikits,GM,Maxime Lagarde,FR,"https://www.instagram.com/max__lag/?hl=fr
https://twitter.com/MaxLaga
https://www.linkedin.com/in/maxime-lagarde-577a6961/

Donne des cours, me contacter mp :)",2628.0,,,2715,8,6665,2516,160,22,2877,2044,,
gkchessind,gkchessind,WIM,GK Monnisha,IN,,2164.0,,,2439,9,243,2315,-29,76,2407,2297,,
millo77,millo77,CM,Milan Lama,NP,,2052.0,,,2475,-65,1419,2202,153,18,2609,1839,,
rudi1234,rudi1234,FM,,,,,,,2597,-46,3110,2542,-16,849,2820,2235,,
EGNfanclub,egnfanclub,NM,Эдуардо Гербелли Нето,BR,= Едуардо Джербеллі Нето,2114.0,,,2287,16,16312,2331,60,77,2178,1500,,
IngDiegoMRChess,ingdiegomrchess,CM,DiegoMRChess,CO,,,,,2006,7,7486,2082,14,779,1908,1721,,
Orezculapte,orezculapte,NM,,RO,,,,,2347,-37,1113,2093,0,5,2624,1500,,
chessbrahs,chessbrahs,GM,Eric Hansen,CA,"Professional chess player, commentator, and streamer. Founder of ChessbrahTV and member of the Canadian Olympic team.



 ",2629.0,2670.0,,2667,-30,962,2015,0,3,3112,1500,,
GodDMuhammad,goddmuhammad,NM,Daniel Muhammad,US,National Master and Creator of The National Blitz League! Team Captain of The Chicago Chess Blitzers.,,2207.0,,2324,44,469,2253,102,16,2514,1500,,
Checkitas,checkitas,WGM,,SI,"This is a shared account of 3 Slovenian girls- Checkitas. WGM Laura Unuk, WIM Lara Janželj, WIM Teja Vidic. Check Checkitas on Twitch:  https://www.twitch.tv/checkitas
Join our Lichess Team! :)  https://lichess.org/team/checkitas-warriors",,,,2269,2,1841,2167,74,43,2459,1337,,
ShahxaibKhan,shahxaibkhan,NM,,PK,,,,,2352,-22,16065,2425,-16,258,2506,2309,,
mwpchess,mwpchess,FM,Andrii Punin,UA,Play fair chess!,2300.0,,,2700,16,3889,1500,0,0,2600,1500,,
kochichess,kochichess,FM,MB Muralidharan,IN,"I am a Fide Master and a chess coach . My highest Fide rating was 2420.My Lichess Rapid rating is 2541 and Bullet rating is 2492.Earler Top Players I trained GM Nihal Sarin ,GM Aswin Jayaram ,IM Poobesh Anand etc.Coaching and Playing practise available.Participated India at Abudhabi International chess 2005 and Tehran Asian cities chess championship 2007.",2210.0,,,2232,-19,776,2452,-109,246,2400,1791,,
surefinewhatever,surefinewhatever,WFM,,GB,cuckoo for cocoa puffs,,,,2345,-35,2061,2292,-34,81,2331,2137,,
HoangNam_ChessCoach,hoangnam_chesscoach,FM,Hoang Nam Nguyen,VN,"FIDE Master
FIDE Trainer
FIDE ID 12402133",,,,2632,15,4967,1992,0,3,2781,1500,,
rtdrtd67,rtdrtd67,NM,,,,,,,2386,-27,2378,2187,55,16,2388,2123,,
ylr5000,ylr5000,IM,,CU,"IM Yunier Leyva Rivera   
Hi! I became an IM in 2014. My best achievement is 3rd place in the legendary Capablanca in Memoriam 2014, my highest rating is 2430. I have experience coaching players around 1600-2400 USCF. I am open to teaching chess online or in the Miami area.
Spanish or English. More info ylr5000@gmail.com
https://ratings.fide.com/profile/3505065",,,,2570,11,3577,1500,0,0,2370,1500,,
Bugcrusher,bugcrusher,FM,Aleksandras Jegorovas,LT,,2270.0,,,2325,37,2225,2283,0,2,2527,1500,,
Ferenc83,ferenc83,IM,Ferenc Langheinrich,CH,Neben dem klassischen Schach bin ich auch vom chess960 begeistert und wurde 2025 Deutscher Vizemeister im chess960 in Berlin,2342.0,,,2613,-4,1589,2482,144,22,2718,1500,,
swimmerchess,swimmerchess,IM,,,,,,,2832,-3,5196,2568,-36,59,2940,1500,,
Victory24601,victory24601,FM,,,,,,,2435,-22,547,1500,0,0,2175,1500,,
Like-a-hurricane,like-a-hurricane,FM,Hans Renette,BE,"I've been playing chess since 1990. Achieved the FM title and later 2 IM norms, before I shifted my attention to coaching and writing books on Korchnoi, Bird, Neumann, L. Paulsen and Lasker.
--
Available for coaching. I believe I can have a huge (and positive ;-) ) impact on your game with just two hours.",2370.0,,,2364,-12,2448,2318,-142,188,2565,2105,,
Brave_spirit12,brave_spirit12,IM,Eldiyar Orozbaev,KG,,,,,2637,4,11398,2514,0,343,2792,1362,,
LagrangeEquation,lagrangeequation,IM,Dr. Julian Geske,DE,International Master and European Company Sports Champion,2390.0,,,2624,34,536,2488,98,31,2684,2039,,
IvanStankovic,ivanstankovic,FM,Ivan Stankovic,RS,"A Fide master, with International master (IM) norm !!! 
I work with the students according to the program of the Russian Botvinik chess school!   
All my students improve their playing from 100-800 rating points after only 1 session OF 10 lessons
https://www.chess.com/member/stankovicivan",2308.0,,,2511,-6,3880,2575,110,50,2543,1500,,
crazyluzhinTh3,crazyluzhinth3,IM,Oscar Gerardo Sànchez Enrìquez,MX,MI,2350.0,,,2445,-32,1355,2545,236,33,2588,2154,,
DrOussedik,droussedik,NM,Elias Oussedik,,https://twitter.com/DrOussedik,,,,2215,-33,97,1500,0,0,2337,1500,,
PlavRuck,plavruck,CM,Denis Denisenko,RU,,,,,2404,-10,17630,2423,38,133,2604,1500,,
Ekaterina2,ekaterina2,WFM,,RU,,,,,2255,101,1972,1874,98,46,2433,1107,,
Erow,erow,IM,Eray Kilic,TR,17 yo.,2459.0,,,2764,5,2984,2773,19,408,3145,2360,,
sanshiro,sanshiro,CM,Ramiro Cabrera Pando,AR,,2141.0,,,2381,-9,8986,2345,135,61,2570,2120,,
DemeterDorina,demeterdorina,WIM,Dorina Demeter,HU,https://www.twitch.tv/dorinademeter,2296.0,,,2429,53,1723,2379,246,89,2419,2305,,
NextAbracadabra,nextabracadabra,CM,,,,,,,2542,-1,2684,2437,-54,381,2826,1500,,
Wermeland,wermeland,FM,Erik Malmstig,SE,"Vice President and Board Member Swedish Chess Federation, 
President of Elite Committée Swedish Chess Federation
Played chess since 1986. Fide Master.",2201.0,,,2174,-63,6055,2352,-38,223,2333,1500,,
Sinquefield,sinquefield,FM,Alejandro Uzcategui Rodriguez,ES,"https://i.imgur.com/E8RGavv.jpeg
Fide ID:3903400
Nací y me crié en Venezuela. Maestro Fide, entrenador profesional de ajedrez. Mi jugador favorito es Capablanca. alejandrouzcategui16@gmail.com",2338.0,,,2618,10,2098,2171,27,30,2738,1690,,
rynos0411,rynos0411,NM,Ryan Hamley,US,,,2223.0,,2512,24,3480,2332,42,86,2708,1870,,
safahkarmoz,safahkarmoz,IM,Khaled Abdel Razik,EG,,2385.0,,,2715,81,6248,2553,9,95,2776,2300,,
AkibaRubi,akibarubi,FM,Алишер Бегмуратов,UZ,https://t.me/begmuratovalisher,2395.0,,,2617,29,2187,2475,-10,28,2928,1627,,
miljac,miljac,FM,,,,,,,2525,32,4042,2463,13,65,2731,1500,,
Nrufide,nrufide,FM,,NR,https://imgur.com/a/xKvVdn1,,,,1969,-73,20536,1841,44,1738,1893,1991,,
sstrb,sstrb,FM,,DE,,2300.0,,,2602,39,8533,1500,0,0,2744,1500,,
SPINidea,spinidea,FM,,,,,,,2498,-51,776,1604,0,1,2661,2158,,
GeNer4tion_KiLL,gener4tion_kill,FM,Kishiev Famil,RU,,,,,2564,18,1497,2578,-11,103,3002,2098,,
drop_stone,drop_stone,GM,David Paravyan,RU,,2653.0,1398.0,,2734,-14,2203,1500,0,0,3153,1500,,
AOrlovPetersburg,aorlovpetersburg,GM,Andrey Orlov,RU,,2500.0,,,2800,22,1009,1544,0,2,2800,1500,,
Tilicheev_Viacheslav,tilicheev_viacheslav,GM,Viacheslav Tilicheev,RS,"Where there is courage, there is happiness",2428.0,,,2778,110,1235,2498,5,77,2818,2404,,
ChessHeroes,chessheroes,NM,Cornelis Klaver,ZA,"NM FI Cornelis Klaver
Chess coach especially for younger age groups (4+)
Coaching experience for more than 25 years.
ChessHeroes Academy.",2072.0,,,2236,-10,1316,1867,0,8,2396,1500,,
milacek,milacek,GM,,,,,,,2765,14,1697,1500,0,0,2952,1500,,
Veleamater,veleamater,FM,,RS,,2352.0,,,2171,-38,1613,2429,0,6,2275,1500,,
Federicov93,federicov93,GM,Federico Perez Ponsa,AR,"Grandmaster since 2011. Available for lessons or training games, in Spanish or English. Feel free to contact me at fperezponsa@gmail.com
2021 Argentinian Champion. 

Peak rating: 2594",2542.0,,,2809,-91,609,2760,16,32,3113,1748,,
GerSanto,gersanto,NM,Gerardo Santopietro,AR,,2078.0,,,2388,-18,3210,2324,-16,752,2560,1913,,
Grinch1307,grinch1307,FM,,RU,,2300.0,,,2380,9,367,1986,-133,15,2658,1500,,
sutcunuri,sutcunuri,FM,,TR,,,,,2593,1,17709,2625,-16,449,2907,1751,,
PandaMala,pandamala,FM,,PL,,,,,2295,-29,1876,2589,-20,301,2736,1500,,
Goozack,goozack,NM,Ben Amrany,US,Bullet tilt,,2175.0,,2229,12,2048,2181,17,1041,2441,2137,,
LittleOyster,littleoyster,IM,"Wang,Hao(Zj)",CN,https://ratings.fide.com/profile/8631859,2435.0,,,2674,-9,665,2632,142,78,2973,1500,,
Bubacik,bubacik,GM,Christopher Repka,SK,"From a little lovely town on a hills of Slovakia emerged a Bubak. At the age of 9 I played my first tournament, did not win it and realized that I want to win. Ever since, I became a chessplayer. Currently I am a proud member of the Mizzou chess team in Columbia Missouri.",,,,2540,-32,5127,2589,173,47,2844,1500,,
PetrKostenko,petrkostenko,GM,Петр Костенко,KZ,"Международный гроссмейстер, 4-х кратный чемпион Казахстана",2333.0,,,2681,9,5997,2591,12,132,2466,1500,,
Alenzer,alenzer,WFM,Alena Nikulina,,,,,,2086,-21,2586,2030,-11,194,2188,1864,,
Skliarov_Viktor,skliarov_viktor,IM,Viktor Skliarov,UA,"My name is Viktor Skliarov! Ukrainian chess streamer https://www.twitch.tv/im_skliarov

I work as a teacher of physics and mathematics, as well as a chess coach.

If you have any suggestions for participating in round-robin tournaments with the GM and IM standards fulfilled - also write, I will consider your proposals. Looking for teams(leagues) and tournaments around the world too.",2386.0,,,2615,-1,929,2303,0,9,2871,1500,,
afgano45,afgano45,GM,BurgerKing,,,2506.0,,,2557,-17,4641,1965,97,195,2755,1507,,
Paulobac,paulobac,WFM,,MX,"I retired for 10 years, trying to get back in the game professionally! :)

Chess Trainer with 15+ years experience. 
If I don't accept a challenge, I am most likely teaching.

https://www.instagram.com/paulinachess
https://www.twitch.tv/paulinachess",1906.0,1932.0,,1975,77,733,1998,-42,187,1656,2242,,
nietsretkyNrD2900,nietsretkynrd2900,NM,,US,Chess? Never heard of it,,,,2427,-59,159,2433,223,31,2715,2075,,
Alejandropacheco29,alejandropacheco29,CM,,VE,,2127.0,,,2429,-19,13915,2062,0,5,2583,1500,,
lefonghua,lefonghua,FM,Lefong Hua,CA,Professional Chess Coach & Twitch Partner,,,,2615,27,1818,2728,6,699,2809,1500,,
ElGranFreezer03,elgranfreezer03,FM,Ramon Gonzalez Parejo,CO,"Costeño alegre amante de todo !
Maestro Fide 
Entrenador Nacional.
Contador Publico
https://ratings.fide.com/profile/4430050",2330.0,,,2444,-4,10311,2387,161,27,2635,1702,,
isainz,isainz,NM,ignacio sainz aguirre,MX,,1931.0,2090.0,,2014,-28,2921,2376,85,47,1906,2186,,
Kozok,kozok,FM,Kamil,PL,https://i.imgur.com/boLuESj.gif,2276.0,,,2270,14,151,2045,0,6,2513,1500,,
TheCableBox,thecablebox,FM,,,,,,,2693,10,13569,2641,28,692,2658,2379,,
Robsky13,robsky13,CM,,DK,,,,,2007,28,2232,2068,1,1366,2204,2000,,
EmotiChess,emotichess,IM,,,,,,,1994,-322,594,1356,-50,75,2305,1500,,
neri_gaite,neri_gaite,WFM,,,,,,,2201,-3,5643,2283,35,213,2519,1896,,
Ernesto_Inarkiev,ernesto_inarkiev,GM,Эрнесто Инаркиев,RU,"Гроссмейстер, чемпион Европы 2016 г.

Приглашаю на занятия ко мне в Шахматную Академию Гроссмейстера Инаркиева ""ШАГИ CHESS""

Сам тренирую и курирую работу всех тренеров.
Занятия проходят онлайн на собственной платформе.

Подбробности: https://shagichess.ru/",2661.0,,,2734,44,112,2250,-98,126,2725,1500,,
gravereaper,gravereaper,GM,Christopher Noe,DE,https://imgur.com/6eOCqzW,2516.0,,,2645,-7,3283,2790,18,261,2903,2526,,
champion64,champion64,WGM,Margarita Voyska,BG,"I am a Woman Grand Master and certified FIDE Trainer from Bulgaria. I can help you to understand chess deeper and improve your skills. 
You can also contact me on my email: voyska.m@gmail.com",,,,2370,26,1611,2186,-82,60,2334,1500,,
